run_id,protocol,task_domain,sample_index,repetition,total_prompt_tokens,total_completion_tokens,total_tokens,total_latency_ms,total_messages,any_truncation,any_json_parse_error,completion_score,final_answer
473cf1c5,MARKDOWN,MATH,9,1,760,392,1152,6431.27,3,False,False,1.0,"## Final Answer
Eliza's earnings for this week are **$460**.

#### 460"
596a4f1f,MARKDOWN,MATH,9,2,700,333,1033,6018.9,3,False,False,1.0,"## Final Answer
- Eliza's earnings for this week are **$460**.

#### 460"
a49b90ac,MARKDOWN,READING,0,0,854,241,1095,5341.45,3,False,False,0.333,"## Final Answer
- The Denver Broncos represented the AFC at Super Bowl 50."
5af336fb,MARKDOWN,READING,0,1,870,257,1127,4985.06,3,False,False,0.333,"## Final Answer
- The Denver Broncos represented the AFC at Super Bowl 50."
f6b7387f,MARKDOWN,READING,0,2,777,171,948,3514.83,3,False,False,0.25,"## Final Answer

- The NFL team that represented the AFC at Super Bowl 50 is the **Denver Broncos**."
f694ae29,MARKDOWN,READING,1,0,864,256,1120,5689.29,3,False,False,0.25,"## Final Answer
- The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers."
c88743a4,MARKDOWN,READING,1,1,772,164,936,3846.63,3,False,False,0.25,"## Final Answer

- The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers."
ddc1d845,MARKDOWN,READING,1,2,772,164,936,4786.28,3,False,False,0.25,"## Final Answer

- The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers."
8d21143d,MARKDOWN,READING,2,0,778,185,963,4089.27,3,False,False,0.75,"## Final Answer

- Super Bowl 50 was held at Levi's Stadium.
- Location: Santa Clara, California, in the San Francisco Bay Area."
22ef6ad4,MARKDOWN,READING,2,1,868,265,1133,4982.18,3,False,False,0.593,"## Final Answer
- Super Bowl 50 took place at Levi's Stadium in Santa Clara, California."
920013cc,MARKDOWN,READING,2,2,761,158,919,3436.0,3,False,False,0.593,"## Final Answer

- Super Bowl 50 took place at Levi's Stadium in Santa Clara, California."
6c6cdf28,MARKDOWN,READING,3,0,742,137,879,3379.0,3,False,False,0.286,"## Final Answer

- The NFL team that won Super Bowl 50 is the Denver Broncos."
db779948,MARKDOWN,READING,3,1,859,249,1108,4617.63,3,False,False,0.4,"## Final Answer
- The Denver Broncos won Super Bowl 50."
9e1c5cb0,MARKDOWN,READING,3,2,856,246,1102,5218.45,3,False,False,0.4,"## Final Answer
- The Denver Broncos won Super Bowl 50."
8a234656,MARKDOWN,READING,4,0,721,105,826,3150.26,3,False,False,0.143,"## Final Answer

- The color used to emphasize the 50th anniversary of the Super Bowl was gold."
dd010954,MARKDOWN,READING,4,1,782,168,950,3920.11,3,False,False,0.143,"## Final Answer

- The color used to emphasize the 50th anniversary of the Super Bowl was **gold**."
f5991289,MARKDOWN,READING,4,2,821,205,1026,3828.13,3,False,False,0.143,"## Final Answer

- The color used to emphasize the 50th anniversary of the Super Bowl was gold."
acfb8365,MARKDOWN,READING,5,0,743,169,912,3346.82,3,False,False,0.133,"## Super Bowl 50 Theme

- Emphasized the ""golden anniversary"" of the Super Bowl.
- Implemented various gold-themed initiatives.
- Suspended the traditional use of Roman numerals to highlight the Arabi"
cc198397,MARKDOWN,READING,5,1,739,163,902,3342.53,3,False,False,0.125,"## Theme of Super Bowl 50

- Emphasis on the ""golden anniversary"" of the Super Bowl.
- Implementation of various gold-themed initiatives.
- Temporary suspension of Roman numerals to highlight the Arab"
3613a9e6,MARKDOWN,READING,5,2,751,173,924,4653.23,3,False,False,0.125,"## Theme of Super Bowl 50

- The theme is the ""golden anniversary"" of the Super Bowl.
- Gold-themed initiatives were prominently featured.
- The traditional Roman numeral naming was replaced with Arab"
cdcf395e,MARKDOWN,READING,6,0,754,152,906,3935.09,3,False,False,0.5,"## Final Answer

- The game was played on **February 7, 2016**."
efaf2934,MARKDOWN,READING,6,1,767,165,932,3684.63,3,False,False,0.5,"## Final Answer

- The game was played on **February 7, 2016**."
0eabe9f2,MARKDOWN,READING,6,2,754,152,906,3624.25,3,False,False,0.5,"## Final Answer

- The game was played on **February 7, 2016**."
eb465a0f,MARKDOWN,READING,7,0,854,246,1100,4879.64,3,False,False,0.545,"## Final Answer
- AFC stands for American Football Conference."
da382fd2,MARKDOWN,READING,7,1,767,164,931,3513.98,3,False,False,0.545,"## Final Answer

- **AFC** stands for **American Football Conference**."
f816da6e,MARKDOWN,READING,7,2,858,251,1109,5146.31,3,False,False,0.5,"## Final Answer
- AFC is short for American Football Conference."
2ddda11f,MARKDOWN,READING,8,0,828,319,1147,5512.66,3,False,False,0.062,"## Super Bowl 50 Overview
- **Game Date:** February 7, 2016
- **Location:** Levi's Stadium, Santa Clara, California
- **Teams:** Denver Broncos (AFC) vs. Carolina Panthers (NFC)
- **Result:** Denver B"
d93b3c21,MARKDOWN,READING,8,1,823,318,1141,5568.33,3,False,False,0.068,"## Super Bowl 50 Overview

- **Game Date:** February 7, 2016
- **Location:** Levi's Stadium, Santa Clara, California
- **Teams:** 
  - Denver Broncos (AFC)
  - Carolina Panthers (NFC)
- **Final Score:"
c8bc0e9f,MARKDOWN,READING,8,2,811,310,1121,5052.33,3,False,False,0.062,"## Super Bowl 50 Key Details
- **Game Date:** February 7, 2016
- **Location:** Levi's Stadium, Santa Clara, California
- **Teams:** Denver Broncos (AFC) vs. Carolina Panthers (NFC)
- **Result:** Denve"
bd020a8a,MARKDOWN,READING,9,0,760,158,918,3547.07,3,False,False,0.545,"## Final Answer

- **AFC stands for**: American Football Conference."
98a8b747,MARKDOWN,READING,9,1,760,159,919,3896.49,3,False,False,0.545,"## Final Answer

- **AFC** stands for **American Football Conference**."
672b732c,MARKDOWN,READING,9,2,754,152,906,4406.88,3,False,False,0.545,"## Final Answer

- **AFC stands for**: American Football Conference."
bbdf500f,MARKDOWN,NEWS,0,0,929,666,1595,9918.31,3,False,False,0.259,"## Federal Reserve Interest Rate Decision - March 2025

### Key Information
- **Main Subject**: Federal Reserve's interest rate decision
- **Date of Meeting**: March 2025

### Current Economic Indicat"
521f199c,MARKDOWN,NEWS,0,1,959,691,1650,11892.86,3,False,False,0.217,"## Summary of Federal Reserve's Interest Rate Decision - March 2025

### Key Information
- **Main Subject**: Federal Reserve's interest rate decision
- **Date of Meeting**: March 2025

### Economic In"
0a04abfb,MARKDOWN,NEWS,0,2,956,677,1633,10548.11,3,False,False,0.242,"## Federal Reserve Interest Rate Decision - March 2025

### Key Information
- **Main Topic**: Federal Reserve holds interest rates steady.
- **Date**: March 2025 meeting.

### Current Economic Indicat"
ef510f1c,MARKDOWN,NEWS,1,0,990,812,1802,14333.03,3,False,False,0.253,"## Key Financial Figures
- **Total Revenue for Q1 FY2025:** $124.3 billion
- **iPhone Revenue:** $69.1 billion
- **Services Revenue:** $26.3 billion
- **Earnings Per Share (EPS):** $2.40
- **Gross Mar"
3480e836,MARKDOWN,NEWS,1,1,878,581,1459,9520.9,3,False,False,0.352,"## Financial Performance Summary for Q1 FY2025

- **Total Revenue**: $124.3 billion
  - **Year-over-Year Growth**: 4%
  
- **Earnings Per Share (EPS)**: 
  - Actual: $2.40 
  - Analyst Estimates: $2.3"
d814b7ca,MARKDOWN,NEWS,1,2,910,717,1627,9363.29,3,False,False,0.263,"## Key Financial Metrics
- **Revenue for Q1 FY2025**: $124.3 billion
- **Year-over-Year Growth**: 4%
- **Earnings Per Share (EPS)**: $2.40
- **Analyst Estimates for EPS**: $2.35

## Revenue Breakdown
"
4bd51586,MARKDOWN,NEWS,2,0,896,573,1469,9168.44,3,False,False,0.317,"## Tesla Model Q Launch Summary

- **Model Name:** Model Q
- **Price:** $25,000
- **Specifications:**
  - **Range:** 280 miles
  - **Acceleration:** 0-60 mph in 5.8 seconds

## Production Information
"
a738bd02,MARKDOWN,NEWS,2,1,911,667,1578,10824.19,3,False,False,0.213,"## Tesla Model Q Overview

- **Name:** Model Q
- **Price:** $25,000
- **Target Market:** Mass-market adoption

## Technical Specifications

- **Range:** 280 miles
- **Acceleration (0-60 mph):** 5.8 se"
ae988c11,MARKDOWN,NEWS,2,2,887,627,1514,10710.89,3,False,False,0.236,"## Tesla Model Q Overview

- **Name:** Model Q
- **Price:** $25,000
- **Target Market:** Mass-market adoption

## Performance Specifications

- **Range:** 280 miles
- **Acceleration (0-60 mph):** 5.8 "
db44c248,MARKDOWN,NEWS,3,0,780,455,1235,8832.32,3,False,False,0.355,"## Key Companies
- TSMC
- Intel
- Samsung

## Production Details
- **TSMC's Arizona Fab:**
  - Chip Size: 4nm
  - Yield Rates: 90%

## Market Trends
- Global semiconductor lead times have decreased fr"
7c9253a4,MARKDOWN,NEWS,3,1,833,551,1384,9886.21,3,False,False,0.321,"## Key Entities
- **Companies Involved**: 
  - TSMC
  - Intel
  - Samsung
- **Location of TSMC's New Facility**: 
  - Arizona

## Production Details
- **Type of Chips Being Produced**: 
  - 4nm chips
"
8eb30ff0,MARKDOWN,NEWS,3,2,779,457,1236,7245.14,3,False,False,0.409,"## Key Companies
- TSMC
- Intel
- Samsung

## Production Details
- TSMC's Arizona fab is producing:
  - **4nm chips**
  - **Yield rates:** 90%

## Lead Time Information
- Global semiconductor lead tim"
4f9de39d,MARKDOWN,NEWS,4,0,834,602,1436,8731.11,3,False,False,0.277,"## Final Summary of the EU AI Regulation Act

### Key Facts
- **Title**: EU Passes Comprehensive AI Regulation Act
- **Significance**: First comprehensive law globally regulating artificial intelligen"
2291292d,MARKDOWN,NEWS,4,1,888,610,1498,11229.82,3,False,False,0.306,"## Final Summary of the EU AI Regulation Act

- **Title**: EU Passes Comprehensive AI Regulation Act
- **Significance**: First comprehensive law regulating artificial intelligence globally.

### Key F"
8f9b307f,MARKDOWN,NEWS,4,2,748,458,1206,8293.11,3,False,False,0.254,"## Final Summary of the EU AI Regulation Act

### Key Facts
- **Title:** EU Passes Comprehensive AI Regulation Act
- **Primary Subject Matter:** First comprehensive law governing artificial intelligen"
2d539876,MARKDOWN,NEWS,5,0,726,354,1080,6150.04,3,False,False,0.25,"## Key Events
- SpaceX's Starship completed its first successful orbital flight.

## Key Facts
- **Duration of the flight:** 90 minutes
- **Altitude reached:** 250 km
- **Location of splashdown:** Ind"
7fca1da8,MARKDOWN,NEWS,5,1,905,702,1607,11171.21,3,False,False,0.21,"## Summary of SpaceX's Starship Orbital Flight

### Key Events
- **Main Event**: SpaceX's Starship completed its first successful orbital flight.
- **Duration of Flight**: 90 minutes in orbit.
- **Lan"
fe34c402,MARKDOWN,NEWS,5,2,801,442,1243,8270.94,3,False,False,0.209,"## Final Summary of SpaceX's Starship Orbital Flight

- **Main Event**: 
  - SpaceX's Starship completed its first successful orbital flight.

- **Key Facts**:
  - Duration of flight: 90 minutes
  - A"
461bf077,MARKDOWN,NEWS,6,0,809,510,1319,9113.53,3,False,False,0.301,"## Key Locations
- New York
- Los Angeles
- Chicago
- 7 additional unspecified cities

## Delivery Specifications
- **Weight Limit for Deliveries:** Under 5 pounds
- **Time Frame for Delivery:** Withi"
4780304a,MARKDOWN,NEWS,6,1,804,504,1308,8615.83,3,False,False,0.304,"## Key Locations
- New York
- Los Angeles
- Chicago
- 7 additional unspecified cities

## Delivery Specifications
- **Weight Limit for Deliveries:** Under 5 pounds
- **Time Frame for Arrival:** Within"
42a12fc2,MARKDOWN,NEWS,6,2,809,514,1323,8657.47,3,False,False,0.264,"## Key Locations
- New York
- Los Angeles
- Chicago
- Additional 7 unspecified cities

## Delivery Specifications
- **Weight Limit for Deliveries:** Under 5 pounds
- **Time Frame for Arrival:** Within"
fa3ad2c7,MARKDOWN,NEWS,7,0,833,491,1324,9433.47,3,False,False,0.223,"## Summary of GPT-5 Release

- **Release Information**
  - OpenAI has released GPT-5.

- **Performance Improvements**
  - 40% improvement on graduate-level reasoning benchmarks.
  - MATH benchmark sco"
e25eb8f0,MARKDOWN,NEWS,7,1,770,441,1211,8195.45,3,False,False,0.223,"## Summary of GPT-5 Execution Results

### Key Claims
- OpenAI has released GPT-5.
- Claimed a **40% improvement** on graduate-level reasoning benchmarks.

### Performance Metrics
- **MATH Benchmark S"
1eaa36b7,MARKDOWN,NEWS,7,2,745,415,1160,7680.81,3,False,False,0.267,"## Key Claims
- OpenAI released GPT-5, claiming a **40% improvement** on graduate-level reasoning benchmarks.

## Performance Metrics
- **Graduate-level reasoning**: 40% improvement
- **MATH benchmark"
59a3a0d0,MARKDOWN,NEWS,8,0,913,569,1482,9860.22,3,False,False,0.364,"## Earthquake Summary

- **Magnitude:** 7.4
- **Location:** Off the coast of Hokkaido, Japan
- **Time:** 3:42 AM local time

## Tsunami Warning

- **Issued for:** Coastal areas within 300 km
- **Obser"
63fd89f1,MARKDOWN,NEWS,8,1,901,577,1478,8882.87,3,False,False,0.311,"## Earthquake Summary

- **Magnitude:** 7.4
- **Location and Time:** Off the coast of Hokkaido, Japan at 3:42 AM local time
- **Tsunami Warning:** Issued for coastal areas within 300 km
- **Observed W"
cfcafee6,MARKDOWN,NEWS,8,2,869,545,1414,9031.01,3,False,False,0.293,"## Earthquake Summary

- **Magnitude:** 7.4
- **Time:** 3:42 AM local time
- **Location:** Off the coast of Hokkaido, Japan
- **Tsunami Warning Radius:** 300 km

## Impact on Population

- **Injuries "
dae2ca76,MARKDOWN,NEWS,9,0,994,778,1772,12979.09,3,False,False,0.176,"## Summary of Global CO2 Emissions and Renewable Energy Trends

### Key Statistics
- **Global CO2 Emissions Decline**: 2.1%
- **Renewable Energy Share in Electricity Generation**: 35%
- **Global Solar"
f52e8b49,MARKDOWN,NEWS,9,1,884,682,1566,10857.2,3,False,False,0.228,"## Key Statistics
- **Global CO2 Emissions**: Fell by **2.1%** in **2024**.
- **Renewable Energy Share**: Accounts for **35%** of global electricity generation.
- **Solar Capacity Additions**: Reached"
b19ec7fa,MARKDOWN,NEWS,9,2,848,541,1389,7883.91,3,False,False,0.247,"## Final Summary of Execution Results

### Key Statistics
- **Global CO2 Emissions Decline**: 2.1%
- **Renewable Energy in Electricity Generation**: 35%
- **Solar Capacity Additions**: 450 GW (record "
4c9b3c12,JSON,MATH,0,0,581,231,812,5318.4,3,False,False,1.0,"{
  ""total_eggs"": 16,
  ""eggs_consumed"": 7,
  ""remaining_eggs"": 9,
  ""revenue"": 18,
  ""total_daily_earnings"": 18,
  ""final_numeric_answer"": 18
}"
5925e1a6,JSON,MATH,0,1,592,250,842,4815.2,3,False,False,0.0,"{
  ""total_eggs_after_laying"": 16,
  ""eggs_consumed_for_breakfast"": 3,
  ""eggs_used_for_baking"": 4,
  ""remaining_eggs"": 9,
  ""total_revenue"": 18,
  ""final_numeric_answer"": 9
}"
25f9b460,JSON,MATH,0,2,592,258,850,6909.94,3,False,False,0.0,"{
  ""total_eggs_after_laying"": 16,
  ""eggs_consumed_for_breakfast"": 3,
  ""eggs_used_for_baking"": 4,
  ""eggs_remaining_for_sale"": 9,
  ""total_revenue_from_selling_remaining_eggs"": 18,
  ""final_numeric_"
07decbd1,JSON,MATH,1,0,484,194,678,4858.48,3,False,False,1.0,"{
  ""final_result"": {
    ""blue_fiber_needed"": 2,
    ""white_fiber_needed"": 1,
    ""total_fiber"": 3,
    ""final_numeric_answer"": 3
  }
}"
69383ca6,JSON,MATH,1,1,540,212,752,4305.16,3,False,False,1.0,"{
  ""final_answer"": 3
}"
a3d9010d,JSON,MATH,1,2,543,215,758,4298.66,3,False,False,1.0,"{
  ""final_answer"": 3
}"
512f96e4,JSON,MATH,2,0,519,185,704,4573.91,3,False,False,1.0,"{
  ""total_investment"": 130000,
  ""increased_value"": 200000,
  ""profit"": 70000,
  ""final_profit"": 70000,
  ""final_numeric_answer"": 70000
}"
3ca0f60c,JSON,MATH,2,1,515,179,694,5997.76,3,False,False,1.0,"{
  ""total_cost"": 130000,
  ""increased_value"": 200000,
  ""profit"": 70000,
  ""final_profit"": 70000,
  ""final_numeric_answer"": 70000
}"
e522ab76,JSON,MATH,2,2,517,180,697,4060.72,3,False,False,1.0,"{
  ""total_cost"": 130000,
  ""new_value"": 200000,
  ""profit"": 70000,
  ""final_profit"": 70000,
  ""final_numeric_answer"": 70000
}"
3925b0bf,JSON,MATH,3,0,516,227,743,5372.3,3,False,False,1.0,"{
  ""total_distance_per_sprint"": 60,
  ""number_of_sprints_per_session"": 3,
  ""number_of_sessions_per_week"": 3,
  ""total_distance_per_session"": 180,
  ""total_distance_per_week"": 540,
  ""final_numeric_a"
e7e5b2a8,JSON,MATH,3,1,556,243,799,5703.09,3,False,False,1.0,"{
  ""total_distance_one_sprint"": 180,
  ""total_distance_per_week"": 540,
  ""weekly_total_distance"": 540,
  ""final_numeric_answer"": 540
}"
b365497a,JSON,MATH,3,2,496,194,690,4573.48,3,False,False,1.0,"{
  ""total_distance_one_sprint"": 60,
  ""total_distance_per_session"": 180,
  ""total_distance_per_week"": 540,
  ""summary_total_distance_run"": 540,
  ""final_numeric_answer"": 540
}"
76574bc4,JSON,MATH,4,0,680,222,902,4884.02,3,False,False,1.0,"{
  ""total_feed_needed_per_day"": 60,
  ""total_feed_given"": 40,
  ""final_meal_feed_needed"": 20,
  ""final_numeric_answer"": 20
}"
5029e125,JSON,MATH,4,1,662,223,885,5527.18,3,False,False,1.0,"{
  ""total_feed_morning"": 15,
  ""total_feed_afternoon"": 25,
  ""total_feed_given"": 40,
  ""total_daily_feed_requirement"": 60,
  ""final_meal_feed_needed"": 20,
  ""final_numeric_answer"": 20
}"
f0151dce,JSON,MATH,4,2,658,219,877,4331.26,3,False,False,1.0,"{
  ""total_feed_morning"": 15,
  ""total_feed_afternoon"": 25,
  ""total_feed_given"": 40,
  ""total_daily_feed_requirement"": 60,
  ""final_meal_feed_needed"": 20,
  ""final_numeric_answer"": 20
}"
011b7bbc,JSON,MATH,5,0,732,372,1104,6084.11,3,False,False,0.0,"{
  ""final_answer"": {
    ""description"": ""Total amount Kylar needs to pay."",
    ""amount"": 40
  }
}"
a057bf94,JSON,MATH,5,1,794,438,1232,7788.62,3,False,False,1.0,"{
  ""final_answer"": {
    ""description"": ""Total amount Kylar needs to pay for 16 glasses."",
    ""amount"": 64
  }
}"
03c334db,JSON,MATH,5,2,548,218,766,5204.19,3,False,False,1.0,"{
  ""first_glass_cost"": 5,
  ""second_glass_cost"": 3,
  ""total_first_glasses"": 8,
  ""total_second_glasses"": 8,
  ""total_cost"": 64,
  ""final_answer"": ""#### 64""
}"
b8f71483,JSON,MATH,6,0,617,287,904,6767.01,3,False,False,1.0,"{
  ""final_answer"": {
    ""description"": ""Total number of sheep across Seattle, Charleston, and Toulouse."",
    ""value"": 260
  }
}"
f2c52383,JSON,MATH,6,1,526,193,719,5047.44,3,False,False,1.0,"{
  ""final_answer"": {
    ""total_sheep_count"": 260
  },
  ""numeric_answer"": ""#### 260""
}"
8e5a649d,JSON,MATH,6,2,587,236,823,5586.72,3,False,False,1.0,"{
  ""total_sheep_count"": 260
}"
39a08c5a,JSON,MATH,7,0,610,259,869,5238.4,3,False,False,0.0,"{
  ""total_download_time"": 100,
  ""time_to_download_40_percent"": 20,
  ""time_lost_due_to_restart"": 20,
  ""remaining_percentage_to_download"": 60,
  ""time_to_download_remaining_file"": 60,
  ""final_numer"
e1367e78,JSON,MATH,7,1,681,335,1016,6862.8,3,False,False,0.0,"{
  ""data_downloaded"": 80,
  ""time_taken_before_restart"": 40,
  ""restart_time"": 20,
  ""remaining_data_to_download"": 120,
  ""time_to_download_remaining_data"": 60,
  ""total_time_to_download_file"": 120,
"
9bd60711,JSON,MATH,7,2,621,279,900,5461.79,3,False,False,0.0,"{
  ""final_download_time"": 160,
  ""explanation"": {
    ""total_download_time_without_interruptions"": 100,
    ""downloaded_before_restart"": 80,
    ""time_taken_to_download_40_percent"": 40,
    ""total_ti"
1a5863e4,JSON,MATH,8,0,713,307,1020,6789.85,3,False,False,0.0,"{
  ""total_distance_driven"": 285,
  ""distance_driven_first_3_hours"": 180,
  ""time_spent_driving_after_traffic"": 2,
  ""distance_covered_at_30_mph"": 15,
  ""remaining_time_after_30_mph"": 1.5,
  ""distance"
527ac13f,JSON,MATH,8,1,688,259,947,4776.36,3,False,False,0.0,"{
  ""total_distance"": 215,
  ""details"": {
    ""distance_first_3_hours"": 180,
    ""distance_standstill_traffic"": 0,
    ""distance_next_half_hour"": 15,
    ""distance_remaining_time"": 40
  }
}"
c161bf00,JSON,MATH,8,2,701,293,994,5611.67,3,False,False,1.0,"{
  ""distance_driven_away_from_home"": 180,
  ""distance_traveled_in_traffic"": 0,
  ""distance_driven_in_half_hour"": 15,
  ""time_remaining"": 1.5,
  ""distance_driven_in_remaining_time"": 120,
  ""total_dist"
2b9d747c,JSON,MATH,9,0,575,236,811,4811.54,3,False,False,1.0,"{
  ""earnings_regular_hours"": 400,
  ""overtime_hours"": 5,
  ""overtime_pay_rate"": 12,
  ""earnings_overtime_hours"": 60,
  ""total_earnings"": 460,
  ""final_numeric_answer"": 460
}"
26fd8e2f,JSON,MATH,9,1,574,235,809,5531.29,3,False,False,1.0,"{
  ""regular_earnings"": 400,
  ""overtime_hours"": 5,
  ""overtime_pay_rate"": 12,
  ""overtime_earnings"": 60,
  ""total_earnings"": 460,
  ""final_numeric_answer"": 460
}"
1d5f788e,JSON,MATH,9,2,567,236,803,4916.46,3,False,False,1.0,"{
  ""final_answer"": {
    ""regular_earnings"": 400,
    ""overtime_hours"": 5,
    ""overtime_pay_rate"": 12,
    ""overtime_earnings"": 60,
    ""total_earnings"": 460,
    ""final_numeric_answer"": 460
  }
}"
f7d0c2fa,JSON,READING,0,0,769,145,914,3694.27,3,False,False,0.5,"{
  ""team_name"": ""Denver Broncos"",
  ""league"": ""NFL""
}"
76db63db,JSON,READING,0,1,776,176,952,8962.76,3,False,False,0.286,"{
  ""representative_teams"": {
    ""AFC"": ""Denver Broncos"",
    ""NFC"": ""Carolina Panthers""
  },
  ""afc_representation"": ""Denver Broncos""
}"
825a7dae,JSON,READING,0,2,777,181,958,4559.48,3,False,False,0.235,"{
  ""super_bowl_teams"": {
    ""afc_team"": ""Denver Broncos"",
    ""nfc_team"": ""Carolina Panthers""
  },
  ""afc_representative"": ""Denver Broncos""
}"
264a7f8e,JSON,READING,1,0,776,174,950,4099.41,3,False,False,0.286,"{
  ""winning_team"": ""Carolina Panthers"",
  ""teams_involved"": [
    ""Denver Broncos"",
    ""Carolina Panthers""
  ],
  ""conference"": ""NFC""
}"
2f5ff00a,JSON,READING,1,1,776,177,953,4398.13,3,False,False,0.25,"{
  ""winning_team"": ""Carolina Panthers"",
  ""teams_involved"": [
    ""Denver Broncos"",
    ""Carolina Panthers""
  ],
  ""nfc_team"": ""Carolina Panthers""
}"
a4053289,JSON,READING,1,2,776,181,957,4423.5,3,False,False,0.235,"{
  ""super_bowl_teams"": {
    ""afc_champion"": ""Denver Broncos"",
    ""nfc_champion"": ""Carolina Panthers""
  },
  ""nfc_team"": ""Carolina Panthers""
}"
b4effd07,JSON,READING,2,0,827,215,1042,4823.04,3,False,False,0.593,"{
  ""final_answer"": ""Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.""
}"
8182f895,JSON,READING,2,1,838,294,1132,5973.44,3,False,False,0.25,"{
  ""event"": ""Super Bowl 50"",
  ""date"": ""February 7, 2016"",
  ""location"": ""Levi's Stadium, Santa Clara, California"",
  ""specific_location"": ""Levi's Stadium, Santa Clara, California"",
  ""short_answer"":"
426b0670,JSON,READING,2,2,797,215,1012,4765.74,3,False,False,0.645,"{
  ""event"": ""Super Bowl 50"",
  ""venue"": {
    ""name"": ""Levi's Stadium"",
    ""city"": ""Santa Clara"",
    ""region"": ""California"",
    ""area"": ""San Francisco Bay Area""
  }
}"
8c6d0da6,JSON,READING,3,0,715,97,812,3139.77,3,False,False,0.571,"{
  ""result"": {
    ""winning_team"": ""Denver Broncos""
  }
}"
a830f6be,JSON,READING,3,1,746,151,897,3627.42,3,False,False,0.286,"{
  ""champions"": {
    ""AFC"": ""Denver Broncos"",
    ""NFC"": ""Carolina Panthers""
  },
  ""super_bowl_winner"": ""Denver Broncos""
}"
a89f84cb,JSON,READING,3,2,718,100,818,3162.46,3,False,False,0.667,"{
  ""result"": {
    ""winningTeam"": ""Denver Broncos""
  }
}"
bbbc078f,JSON,READING,4,0,766,127,893,6672.81,3,False,False,0.5,"{
  ""anniversary_color"": ""gold""
}"
b0c8e328,JSON,READING,4,1,741,112,853,3688.88,3,False,False,0.25,"{
  ""super_bowl_number"": 50,
  ""anniversary_color"": ""gold""
}"
69de15a6,JSON,READING,4,2,863,298,1161,5026.46,3,False,False,0.065,"{
  ""super_bowl_details"": {
    ""number"": 50,
    ""winning_team"": ""Denver Broncos"",
    ""losing_team"": ""Carolina Panthers"",
    ""score"": ""24–10"",
    ""date"": ""February 7, 2016"",
    ""location"": ""Levi'"
6e5d91fa,JSON,READING,5,0,770,174,944,3685.71,3,False,False,0.235,"{
  ""event"": ""Super Bowl 50"",
  ""theme"": ""Golden anniversary"",
  ""initiatives"": ""Gold-themed initiatives"",
  ""numerals"": ""Arabic numerals 50""
}"
473f3ec1,JSON,READING,5,1,769,147,916,4201.58,3,False,False,0.5,"{
  ""super_bowl_50_theme"": ""golden anniversary""
}"
e162331b,JSON,READING,5,2,817,289,1106,5611.54,3,False,False,0.098,"{
  ""event"": {
    ""theme"": ""golden anniversary"",
    ""game_date"": ""February 7, 2016"",
    ""location"": ""Levi's Stadium, Santa Clara, California"",
    ""result"": {
      ""winning_team"": ""Denver Broncos"""
3dafa34b,JSON,READING,6,0,763,169,932,4224.24,3,False,False,0.3,"{
  ""identified_date"": ""February 7, 2016"",
  ""day_of_week"": ""Sunday"",
  ""game_day_info"": ""The game was played on a Sunday.""
}"
dd5a5411,JSON,READING,6,1,740,122,862,3442.3,3,False,False,0.857,"{
  ""executionDate"": ""February 7, 2016""
}"
32466863,JSON,READING,6,2,764,163,927,4548.33,3,False,False,0.429,"{
  ""identified_date"": ""February 7, 2016"",
  ""day"": ""7"",
  ""formatted_date"": ""February 7""
}"
ff3e59c4,JSON,READING,7,0,824,221,1045,4641.32,3,False,False,0.5,"{
  ""final_answer"": {
    ""abbreviation"": ""AFC"",
    ""full_form"": ""American Football Conference""
  }
}"
5a0c4991,JSON,READING,7,1,748,135,883,5552.47,3,False,False,0.75,"{
  ""AFC"": {
    ""Meaning"": ""American Football Conference""
  }
}"
